Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
42070_2#80,"Scaffold: SPAdes + Improvement",5588916,50,111778.32,1176343,414567,4,365089,6,353508,7,200451,10,94371,14,306,50,485,3303546,3234582,68964,3188322,46260,498835446,488421882,488278341,151,151,35.4,407.9,106.8
42070_2#81,"Scaffold: SPAdes + Improvement",5713847,76,75182.20,715418,285453,7,274415,9,189745,12,133624,15,61828,22,312,76,776,1932244,1890420,41824,1861770,28650,291768844,285453420,285369431,151,151,35.4,422.8,104.1
42070_2#82,"Scaffold: SPAdes + Improvement",5403395,38,142194.61,1057773,446149,4,363650,5,315204,7,238258,9,101566,13,377,38,148,2599252,2542743,56509,2502688,40055,392487052,383954193,383838445,151,151,35.3,398.6,101.6
42070_2#83,"Scaffold: SPAdes + Improvement",5662003,81,69901.27,405235,200885,9,166770,12,96883,18,72800,24,51776,34,351,81,331,1664066,1626698,37368,1600436,26262,251273966,245631398,245557329,151,151,35.3,431.6,108.9
42070_2#84,"Scaffold: SPAdes + Improvement",5503772,94,58550.77,516000,400772,6,349025,8,281353,10,152950,12,49180,19,303,94,213,1584774,1549046,35728,1523146,25900,239300874,233905946,233832076,151,151,35.3,419.6,104.6
42070_2#85,"Scaffold: SPAdes + Improvement",5253213,121,43414.98,323024,148063,12,126170,16,116053,20,56256,27,27247,39,372,121,378,1838286,1799202,39084,1771322,27880,277581186,271679502,271597309,151,151,35.3,423.0,107.1
42070_2#86,"Scaffold: SPAdes + Improvement",5463595,62,88122.50,390949,269722,9,190917,12,140425,15,96521,20,73161,26,359,62,894,1778402,1740651,37751,1712934,27717,268538702,262838301,262756786,151,151,35.3,414.7,103.6
42070_2#88,"Scaffold: SPAdes + Improvement",5332130,25,213285.20,1546511,384761,4,361979,5,327935,7,325267,8,99810,11,371,25,598,2638560,2576815,61745,2533850,42965,398422560,389099065,388981528,151,151,35.3,416.1,106.4
42070_2#90,"Scaffold: SPAdes + Improvement",5415023,101,53614.09,531250,199197,10,149756,13,98991,18,81168,24,37223,35,335,101,1674,1792256,1754528,37728,1728478,26050,270630656,264933728,264854933,151,151,35.4,405.6,107.4
42070_2#91,"Scaffold: SPAdes + Improvement",5849596,107,54669.12,620501,251584,8,178065,11,133513,15,86635,21,42072,29,317,107,1017,2167778,2122627,45151,2091464,31163,327334478,320516677,320421404,151,151,35.4,380.7,106.1
42070_2#92,"Scaffold: SPAdes + Improvement",5805162,77,75391.71,628585,345753,7,282538,8,199551,11,149625,14,81612,20,399,77,1250,2737818,2686482,51336,2652076,34406,413410518,405658782,405545445,151,151,35.5,378.3,101.8
42070_2#94,"Scaffold: SPAdes + Improvement",5507048,90,61189.42,871254,318941,6,292030,7,254176,9,94253,13,38178,22,311,90,1,2302144,2255040,47104,2222778,32262,347623744,340511040,340411569,151,151,35.4,393.9,106.7
42070_2#95,"Scaffold: SPAdes + Improvement",2980131,23,129570.91,457652,270442,5,250210,6,220718,7,178118,9,157998,10,371,23,644,1785396,1748950,36446,1724340,24610,269594796,264091450,264020646,151,151,35.5,415.0,100.6
42070_2#96,"Scaffold: SPAdes + Improvement",5704298,77,74081.79,706247,312150,7,273547,9,195986,12,158327,15,74544,21,309,77,1231,3069334,3001804,67530,2957422,44382,463469434,453272404,453138905,151,151,35.4,411.3,104.5
42070_2#97,"Scaffold: SPAdes + Improvement",5528362,91,60751.23,689625,213032,9,207957,11,95662,16,78339,22,37150,32,300,91,696,1971086,1922592,48494,1888896,33696,297633986,290311392,290220473,151,151,35.3,429.1,106.0
42070_2#98,"Scaffold: SPAdes + Improvement",5436226,73,74468.85,988696,319350,6,294441,7,208181,10,170023,13,86702,17,314,73,653,1913700,1867270,46430,1835982,31288,288968700,281957770,281870132,151,151,35.3,411.2,104.1
42070_2#99,"Scaffold: SPAdes + Improvement",5261146,119,44211.31,309116,133463,13,125110,17,104850,21,56583,28,23674,42,350,119,0,2371660,2305292,66368,2258724,46568,358120660,348099092,347979970,151,151,35.1,431.1,106.2
42070_2#100,"Scaffold: SPAdes + Improvement",5588198,46,121482.57,880299,412453,5,365935,6,353778,8,238298,10,103837,13,367,46,568,1829358,1784154,45204,1753676,30478,276233058,269407254,269323546,151,151,35.3,428.3,105.4
42070_2#101,"Scaffold: SPAdes + Improvement",5606433,78,71877.35,378892,235800,9,177351,12,106296,16,74096,23,37414,32,322,78,1,2122230,2081276,40954,2051948,29328,320456730,314272676,314178686,151,151,35.4,388.4,101.8
42070_2#102,"Scaffold: SPAdes + Improvement",5563626,52,106992.81,1209347,388958,5,385894,6,250481,8,158208,11,99493,16,311,52,727,1818914,1775950,42964,1744024,31926,274656014,268168450,268079196,151,151,35.2,424.3,103.9
42070_2#103,"Scaffold: SPAdes + Improvement",5342311,26,205473.50,925757,518890,4,376758,6,357172,7,283498,9,164577,11,610,26,346,1687368,1646650,40718,1618114,28536,254792568,248644150,248565242,151,151,35.3,420.8,101.4
42070_2#104,"Scaffold: SPAdes + Improvement",5586265,54,103449.35,818302,413431,5,344532,7,263364,9,238294,11,101843,15,327,54,553,1551668,1521459,30209,1498736,22723,234301868,229740309,229671839,151,151,35.4,436.8,106.5
42070_2#105,"Scaffold: SPAdes + Improvement",5741406,65,88329.32,769375,352441,6,350757,7,231845,9,126001,13,94024,18,395,65,413,1536510,1506563,29947,1484798,21765,232013010,227491013,227423579,151,151,35.4,420.7,103.5
42070_2#106,"Scaffold: SPAdes + Improvement",5587097,50,111741.94,1062445,412453,5,353501,6,275681,8,223953,10,94349,13,327,50,414,2262458,2212619,49839,2178136,34483,341631158,334105469,334004228,151,151,35.3,430.4,105.6
42070_2#107,"Scaffold: SPAdes + Improvement",5590406,46,121530.57,988764,376913,5,368668,7,349637,8,155452,10,101334,15,367,46,787,2367564,2317366,50198,2283234,34132,357502164,349922266,349818464,151,151,35.4,398.7,103.2
42070_2#108,"Scaffold: SPAdes + Improvement",5590973,38,147130.87,1257621,388677,4,310425,6,224508,8,204755,11,86824,15,410,38,1099,2274336,2223037,51299,2187112,35925,343424736,335678587,335576463,151,151,35.3,407.1,106.8
42070_2#109,"Scaffold: SPAdes + Improvement",5715202,74,77232.46,989725,357182,6,347857,7,305072,9,215378,11,44264,17,336,74,657,1991176,1940814,50362,1905140,35674,300667576,293062914,292967656,151,151,35.2,430.8,105.1
42070_2#110,"Scaffold: SPAdes + Improvement",5587603,57,98028.12,682238,288069,7,278488,8,198712,11,103702,15,72925,21,466,57,1534,1827610,1785355,42255,1754914,30441,275969110,269588605,269501374,151,151,35.3,431.1,106.1
42070_2#111,"Scaffold: SPAdes + Improvement",5666620,67,84576.42,1404273,401319,4,342851,6,290137,8,191237,10,100252,14,307,67,565,1424206,1390011,34195,1366624,23387,215055106,209891661,209825995,151,151,35.3,415.0,101.3
42070_2#112,"Scaffold: SPAdes + Improvement",5586697,45,124148.82,1062433,412550,4,365935,5,353778,7,215928,9,131272,12,340,45,726,2359978,2294406,65572,2248348,46058,356356678,346455306,346338060,151,151,35.2,431.0,105.9
42070_2#113,"Scaffold: SPAdes + Improvement",5589693,61,91634.31,983549,376912,5,349502,6,290636,8,123923,11,78103,17,322,61,451,1761882,1725998,35884,1700860,25138,266044182,260625698,260546846,151,151,35.4,402.0,100.2
42070_2#114,"Scaffold: SPAdes + Improvement",5678611,47,120821.51,611300,372223,6,248350,9,217650,11,144854,14,86499,19,311,47,75,1760390,1720127,40263,1693138,26989,265818890,259739177,259663087,151,151,35.3,419.9,102.6
42070_2#116,"Scaffold: SPAdes + Improvement",5679882,39,145638.00,613135,375230,6,288333,8,263430,10,205535,13,102892,17,311,39,339,2483698,2430513,53185,2393120,37393,375038398,367007463,366900411,151,151,35.4,419.7,105.1
42070_2#117,"Scaffold: SPAdes + Improvement",5481741,67,81817.03,1227367,373075,5,367330,6,328102,8,213615,10,103934,13,317,67,867,1369714,1337949,31765,1317050,20899,206826814,202030299,201970413,151,151,35.3,428.2,105.9
42070_2#118,"Scaffold: SPAdes + Improvement",5493433,57,96376.02,1219225,366830,5,355742,6,247963,8,133390,11,76215,16,329,57,1214,1861218,1813935,47283,1781340,32595,281043918,273904185,273815736,151,151,35.2,418.2,103.3
42070_2#119,"Scaffold: SPAdes + Improvement",5807055,70,82957.93,756095,350679,6,336698,7,257758,9,135052,13,76601,18,374,70,735,1449840,1419585,30255,1398896,20689,218925840,214357335,214294962,151,151,35.4,419.7,105.7
42070_2#120,"Scaffold: SPAdes + Improvement",5672232,40,141805.80,787681,327707,6,234967,9,217857,11,165662,14,102680,18,615,40,562,1613490,1580308,33182,1557022,23286,243636990,238626508,238557201,151,151,35.4,423.5,104.2
42070_2#121,"Scaffold: SPAdes + Improvement",5606577,85,65959.73,378457,200885,10,166764,13,105242,18,74208,24,51776,33,358,85,205,1778776,1732423,46353,1700262,32161,268595176,261595873,261510414,151,151,35.2,425.3,105.3
42070_2#122,"Scaffold: SPAdes + Improvement",5474730,96,57028.44,453728,193464,9,169241,12,144684,16,99756,20,41284,28,318,96,4,1736618,1699917,36701,1674298,25619,262229318,256687467,256611280,151,151,35.4,422.3,104.0
42070_2#123,"Scaffold: SPAdes + Improvement",5484148,51,107532.31,1227710,510060,4,449073,5,367482,6,226434,8,207659,10,308,51,848,2254842,2201806,53036,2166550,35256,340481142,332472706,332373393,151,151,35.3,407.2,108.5
42070_2#124,"Scaffold: SPAdes + Improvement",5679073,49,115899.45,428273,254186,9,242314,11,218925,14,202912,17,124063,20,311,49,339,2122248,2078282,43966,2047668,30614,320459448,313820582,313729117,151,151,35.4,377.4,100.1
42070_2#125,"Scaffold: SPAdes + Improvement",5758837,61,94407.16,754807,451864,5,449337,6,367361,8,289883,10,101450,13,334,61,1091,2000500,1951254,49246,1918266,32988,302075500,294639354,294547620,151,151,35.3,413.5,105.5
42070_2#126,"Scaffold: SPAdes + Improvement",5677729,39,145582.79,1106963,371887,5,280575,7,242030,9,207326,12,102690,16,311,39,482,1870514,1829249,41265,1801364,27885,282447614,276216599,276135464,151,151,35.4,416.8,103.9
42070_2#127,"Scaffold: SPAdes + Improvement",5459562,30,181985.40,1286368,602019,4,602019,4,382763,6,339711,7,129848,10,316,30,1115,1432716,1402551,30165,1382564,19987,216340116,211785201,211725920,151,151,35.4,397.1,104.5
42070_2#128,"Scaffold: SPAdes + Improvement",5679471,45,126210.47,611308,361460,7,254033,9,217650,11,201840,14,86499,19,311,45,340,2847046,2787007,60039,2747776,39231,429903946,420838057,420718012,151,151,35.4,394.8,99.5
42070_2#129,"Scaffold: SPAdes + Improvement",5926257,130,45586.59,737768,215450,7,197979,10,185346,13,82957,17,29430,30,317,130,1005,1594334,1555554,38780,1529380,26174,240744434,234888654,234814966,151,151,35.3,412.2,102.5
42070_2#130,"Scaffold: SPAdes + Improvement",5587128,46,121459.30,1003872,441310,4,365094,6,353817,7,215927,9,103443,13,388,46,637,2367060,2304804,62256,2261684,43120,357426060,348025404,347911988,151,151,35.2,432.8,105.0
42070_2#131,"Scaffold: SPAdes + Improvement",6027557,103,58519.97,1065605,205869,7,186036,10,141740,13,86680,19,38800,27,317,103,837,2629992,2570432,59560,2530800,39632,397128792,388135232,388016321,151,151,35.4,428.3,105.0
42070_2#132,"Scaffold: SPAdes + Improvement",5996534,118,50818.08,675776,192247,10,148674,13,105469,18,81212,24,35451,35,317,118,753,2748228,2682247,65981,2635700,46547,414982428,405019297,404886290,151,151,35.3,398.3,102.9
42070_2#133,"Scaffold: SPAdes + Improvement",5484498,57,96219.26,1980404,963490,2,557456,3,355830,4,194771,6,94354,10,347,57,286,1703554,1663743,39811,1636660,27083,257236654,251225193,251149058,151,151,35.3,405.4,105.6
42070_2#134,"Scaffold: SPAdes + Improvement",5585857,47,118848.02,1507690,412464,4,365935,6,353263,7,215924,10,103409,13,313,47,651,1923934,1881248,42686,1853192,28056,290514034,284068448,283986707,151,151,35.4,412.4,104.1
42070_2#135,"Scaffold: SPAdes + Improvement",5697735,64,89027.11,732136,407951,5,350820,7,228984,9,206613,11,86638,17,306,64,779,2234448,2179254,55194,2142310,36944,337401648,329067354,328964985,151,151,35.3,427.1,105.9
42070_2#136,"Scaffold: SPAdes + Improvement",5518799,49,112628.55,705760,395614,6,294935,8,260511,10,188516,12,94406,16,352,49,1272,2207828,2157465,50363,2119956,37509,333382028,325777215,325673900,151,151,35.3,402.1,105.5
42070_2#137,"Scaffold: SPAdes + Improvement",5698587,73,78062.84,1017303,350820,5,246870,7,226558,10,161686,12,99731,17,353,73,662,1833068,1782981,50087,1750696,32285,276793268,269230131,269143208,151,151,35.2,431.4,107.0
42070_2#138,"Scaffold: SPAdes + Improvement",5588490,57,98043.68,1062430,412444,5,365091,7,350451,8,200335,11,94351,15,325,57,678,2252066,2201577,50489,2166648,34929,340061966,332438127,332337823,151,151,35.3,396.9,105.1
42070_2#139,"Scaffold: SPAdes + Improvement",5649694,55,102721.71,972269,356021,5,328707,6,299049,8,144598,11,94492,16,311,55,1446,2446570,2392389,54181,2354316,38073,369432070,361250739,361143484,151,151,35.4,401.8,102.3
42070_2#140,"Scaffold: SPAdes + Improvement",5587545,51,109559.71,818302,353806,6,289115,8,244612,10,200330,13,95937,17,355,51,586,1537902,1505824,32078,1483544,22280,232223202,227379424,227312648,151,151,35.4,421.1,104.7
42070_2#141,"Scaffold: SPAdes + Improvement",5701495,65,87715.31,745053,313161,7,290829,8,246870,11,201096,13,86638,18,308,65,685,2676660,2608244,68416,2561142,47102,404175660,393844844,393714133,151,151,35.2,428.8,107.3
42070_2#142,"Scaffold: SPAdes + Improvement",5539022,65,85215.72,648401,287432,8,216959,10,165222,12,104034,16,75885,23,361,65,1080,1046642,1022502,24140,1005494,17008,158042942,154397802,154348698,151,151,35.3,427.7,105.6
42070_2#143,"Scaffold: SPAdes + Improvement",5701444,70,81449.20,1017297,350820,5,244151,7,219912,9,160707,12,86638,17,353,70,751,2633068,2564933,68135,2519426,45507,397593268,387304883,387179898,151,151,35.2,417.6,105.0
42070_2#144,"Scaffold: SPAdes + Improvement",5589153,46,121503.33,1173785,440256,4,384353,6,353263,7,215925,9,94351,13,355,46,703,2603044,2543640,59404,2502912,40728,393059644,384089640,383973408,151,151,35.4,405.4,110.0
42070_2#145,"Scaffold: SPAdes + Improvement",5481608,72,76133.44,708031,329486,6,280772,8,194011,11,118101,14,88980,20,309,72,737,2123926,2077857,46069,2044546,33311,320712826,313756407,313657869,151,151,35.3,413.2,103.7
42070_2#146,"Scaffold: SPAdes + Improvement",5408693,88,61462.42,530974,204033,9,156151,12,99068,17,81234,23,37384,33,326,88,1204,2233146,2184380,48766,2150522,33858,337205046,329841380,329742334,151,151,35.3,412.9,100.9
42070_2#148,"Scaffold: SPAdes + Improvement",5676230,40,141905.75,678247,334915,7,280671,8,248350,11,205535,13,134017,16,416,40,551,1444594,1415686,28908,1395022,20664,218133694,213768586,213706385,151,151,35.4,425.9,105.1
42070_2#149,"Scaffold: SPAdes + Improvement",5677595,45,126168.78,633697,261146,7,246655,9,220863,11,205535,14,86499,18,311,45,325,1538212,1499893,38319,1474324,25569,232270012,226483843,226415122,151,151,35.3,424.0,105.0
42070_2#150,"Scaffold: SPAdes + Improvement",5492457,45,122054.60,622942,350864,6,275784,8,222895,10,140199,13,106042,17,434,45,673,1741806,1699901,41905,1670996,28905,263012706,256685051,256602965,151,151,35.3,424.3,104.9
42070_2#151,"Scaffold: SPAdes + Improvement",5678283,46,123440.93,611187,254186,7,227210,10,207856,12,142700,15,102580,20,416,46,340,1326972,1297794,29178,1276348,21446,200372772,195966894,195905748,151,151,35.3,433.4,107.2
42070_2#152,"Scaffold: SPAdes + Improvement",5679466,41,138523.56,613130,375359,6,280671,8,242072,10,206653,13,124068,16,311,41,338,2034220,1996123,38097,1968840,27283,307167220,301414573,301330850,151,151,35.5,417.4,104.8
42070_2#153,"Scaffold: SPAdes + Improvement",5725676,82,69825.32,509052,231748,9,193163,12,150940,15,76144,20,54018,29,401,82,1278,1619700,1581025,38675,1553376,27649,244574700,238734775,238658647,151,151,35.2,426.8,104.4
42070_2#154,"Scaffold: SPAdes + Improvement",5509057,67,82224.73,1235913,315651,5,238488,7,220218,9,168683,12,87316,16,354,67,572,1781686,1740916,40770,1713886,27030,269034586,262878316,262799647,151,151,35.3,418.3,102.8
42070_2#155,"Scaffold: SPAdes + Improvement",5678111,49,115879.82,611108,334915,7,227210,9,207805,12,202912,14,86499,19,311,49,334,1511212,1471187,40025,1445884,25303,228193012,222149237,222080557,151,151,35.3,431.0,104.4
42070_2#156,"Scaffold: SPAdes + Improvement",5554202,55,100985.49,991960,336007,5,246421,7,178000,9,141219,13,79561,19,323,55,112,3043804,2981933,61871,2938362,43571,459614404,450271883,450138906,151,151,35.4,376.9,96.6
42070_2#157,"Scaffold: SPAdes + Improvement",5326647,40,133166.17,710674,391653,6,376559,7,346010,8,196170,11,94261,15,316,40,383,1930034,1877970,52064,1839346,38624,291435134,283573470,283477245,151,151,35.1,410.5,102.2
42070_2#158,"Scaffold: SPAdes + Improvement",5509025,69,79840.94,1236037,324564,5,220217,7,197056,9,122758,13,61786,18,327,69,179,2198506,2147519,50987,2112148,35371,331974406,324275369,324174801,151,151,35.3,414.6,101.0
42070_2#159,"Scaffold: SPAdes + Improvement",5587267,62,90117.21,559666,257770,8,217553,10,189826,13,134192,16,63303,22,304,62,1317,1560588,1519428,41160,1491210,28218,235648788,229433628,229356931,151,151,35.2,394.6,101.3
42070_2#160,"Scaffold: SPAdes + Improvement",5475002,113,48451.35,454554,193465,10,158188,13,130237,17,99633,21,39923,31,301,113,21,1191212,1159608,31604,1138724,20884,179873012,175100808,175043090,151,151,35.2,406.8,102.1
42070_2#161,"Scaffold: SPAdes + Improvement",5649556,50,112991.12,972760,356025,5,322246,7,297193,8,186291,11,76436,15,355,50,1217,2247452,2186473,60979,2145036,41437,339365252,330157423,330047673,151,151,35.2,417.6,103.1
42070_2#162,"Scaffold: SPAdes + Improvement",5584329,73,76497.66,443958,353501,7,288580,9,215915,11,136038,14,71795,21,304,73,477,708082,687013,21069,672654,14359,106920382,103738963,103703643,151,151,35.1,435.2,105.7
42070_2#163,"Scaffold: SPAdes + Improvement",5414547,37,146339.11,779773,451030,5,420988,6,234314,8,179264,11,101222,14,323,37,339,2056332,1999825,56507,1959862,39963,310506132,301973575,301873235,151,151,35.1,415.0,104.3
42070_2#164,"Scaffold: SPAdes + Improvement",5475714,41,133554.00,775986,469448,5,445655,6,292731,8,184374,10,159394,13,310,41,708,1455918,1421245,34673,1396814,24431,219843618,214607995,214539425,151,151,35.2,431.2,104.6
42070_2#165,"Scaffold: SPAdes + Improvement",5414624,37,146341.19,1409895,469448,4,399536,5,235391,7,177472,10,101228,13,348,37,340,1621812,1590183,31629,1567218,22965,244893612,240117633,240045514,151,151,35.4,429.0,105.2
42070_2#166,"Scaffold: SPAdes + Improvement",5586705,50,111734.10,1062440,412481,5,365082,7,350453,8,200338,11,105409,14,459,50,418,2079774,2032674,47100,2001730,30944,314045874,306933774,306845270,151,151,35.4,406.9,107.8
42070_2#167,"Scaffold: SPAdes + Improvement",5309271,164,32373.60,271564,114702,17,104344,21,65366,28,43329,38,22219,54,320,164,732,2079796,2032329,47467,2000722,31607,314049196,306881679,306787955,151,151,35.3,412.3,107.5
42070_2#168,"Scaffold: SPAdes + Improvement",5445118,42,129645.67,813273,413517,5,358265,6,342679,8,206312,10,146879,12,385,42,757,1190028,1164715,25313,1146776,17939,179694228,175871965,175819297,151,151,35.4,412.6,108.1
42070_2#169,"Scaffold: SPAdes + Improvement",5108112,58,88070.90,798311,331250,5,292076,7,222353,9,122875,12,74994,17,311,58,2111,2077756,2022700,55056,1984516,38184,313741156,305427700,305329044,151,151,35.2,426.5,103.7
42070_2#170,"Scaffold: SPAdes + Improvement",5524230,79,69926.96,926119,356509,5,290149,7,215002,9,162049,12,94530,17,324,79,1047,1670376,1629817,40559,1602976,26841,252226776,246102367,246026890,151,151,35.3,426.9,106.0
